Run ID,1215
Run Date/Time,2014-10-21 10:17:59
Application Name,Labcyte Echo Dose-Response
Application Version,1.5.4
Protocol Name,21.10.2014_Novartis_CECR_FALZ_IC50_10mM Stock_5uM FAC 10nltransfer 1in2 .edr
User Name,ACCESS

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Source Concentration,Source Concentration Units,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Concentration,Destination Concentration Units,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Intermediate Sample Plate[1],,384PP_DMSO2,E4,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,I9,1.953E-08,M,BDV00005305a,Sample 15,2.5,2.5,22.179,96.069,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E4,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,J9,1.953E-08,M,BDV00005305a,Sample 15,2.5,2.5,22.176,96.069,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E4,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,J8,3.906E-08,M,BDV00005305a,Sample 15,5,5,22.171,96.069,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E4,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,I8,3.906E-08,M,BDV00005305a,Sample 15,5,5,22.166,96.069,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E4,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,I7,7.812E-08,M,BDV00005305a,Sample 15,10,10,22.156,96.069,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E4,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,J7,7.812E-08,M,BDV00005305a,Sample 15,10,10,22.146,96.069,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D4,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,J6,1.563E-07,M,BDV00005305a,Sample 15,2.5,2.5,23.006,93.549,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D4,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,I6,1.563E-07,M,BDV00005305a,Sample 15,2.5,2.5,23.003,93.549,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D4,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,I5,3.125E-07,M,BDV00005305a,Sample 15,5,5,22.998,93.549,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D4,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,J5,3.125E-07,M,BDV00005305a,Sample 15,5,5,22.993,93.549,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D4,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,J4,6.25E-07,M,BDV00005305a,Sample 15,10,10,22.983,93.549,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D4,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,I4,6.25E-07,M,BDV00005305a,Sample 15,10,10,22.973,93.549,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D5,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,K4,6.25E-07,M,BDV00005306a,Sample 11,10,10,22.795,94.425,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D5,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,L4,6.25E-07,M,BDV00005306a,Sample 11,10,10,22.785,94.425,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D5,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,L5,3.125E-07,M,BDV00005306a,Sample 11,5,5,22.78,94.425,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D5,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,K5,3.125E-07,M,BDV00005306a,Sample 11,5,5,22.775,94.425,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D5,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,K6,1.563E-07,M,BDV00005306a,Sample 11,2.5,2.5,22.773,94.425,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D5,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,L6,1.563E-07,M,BDV00005306a,Sample 11,2.5,2.5,22.77,94.425,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E5,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,L7,7.812E-08,M,BDV00005306a,Sample 11,10,10,21.464,96.229,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E5,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,K7,7.812E-08,M,BDV00005306a,Sample 11,10,10,21.454,96.229,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E5,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,K8,3.906E-08,M,BDV00005306a,Sample 11,5,5,21.449,96.229,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E5,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,L8,3.906E-08,M,BDV00005306a,Sample 11,5,5,21.444,96.229,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E5,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,L9,1.953E-08,M,BDV00005306a,Sample 11,2.5,2.5,21.441,96.229,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E5,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,K9,1.953E-08,M,BDV00005306a,Sample 11,2.5,2.5,21.439,96.229,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F5,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,K10,1E-08,M,BDV00005306a,Sample 11,10,10,22.252,95.856,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F5,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,L10,1E-08,M,BDV00005306a,Sample 11,10,10,22.242,95.856,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F5,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,L11,5E-09,M,BDV00005306a,Sample 11,5,5,22.237,95.856,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F5,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,K11,5E-09,M,BDV00005306a,Sample 11,5,5,22.232,95.856,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F6,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,M11,5E-09,M,BDV00005307a,Sample 3,5,5,23.408,96.971,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F6,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,N11,5E-09,M,BDV00005307a,Sample 3,5,5,23.403,96.971,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F6,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,N10,1E-08,M,BDV00005307a,Sample 3,10,10,23.393,96.971,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F6,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,M10,1E-08,M,BDV00005307a,Sample 3,10,10,23.383,96.971,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E6,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,M9,1.953E-08,M,BDV00005307a,Sample 3,2.5,2.5,22.388,96.012,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E6,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,N9,1.953E-08,M,BDV00005307a,Sample 3,2.5,2.5,22.385,96.012,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E6,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,N8,3.906E-08,M,BDV00005307a,Sample 3,5,5,22.38,96.012,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E6,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,M8,3.906E-08,M,BDV00005307a,Sample 3,5,5,22.375,96.012,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E6,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,M7,7.812E-08,M,BDV00005307a,Sample 3,10,10,22.365,96.012,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E6,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,N7,7.812E-08,M,BDV00005307a,Sample 3,10,10,22.355,96.012,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D6,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,N6,1.563E-07,M,BDV00005307a,Sample 3,2.5,2.5,22.975,95.796,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D6,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,M6,1.563E-07,M,BDV00005307a,Sample 3,2.5,2.5,22.972,95.796,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D6,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,M5,3.125E-07,M,BDV00005307a,Sample 3,5,5,22.967,95.796,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D6,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,N5,3.125E-07,M,BDV00005307a,Sample 3,5,5,22.962,95.796,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D6,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,N4,6.25E-07,M,BDV00005307a,Sample 3,10,10,22.952,95.796,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D6,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,M4,6.25E-07,M,BDV00005307a,Sample 3,10,10,22.942,95.796,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D7,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,O4,6.25E-07,M,BDV00005308a,Sample 37,10,10,23.28,95.223,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D7,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,P4,6.25E-07,M,BDV00005308a,Sample 37,10,10,23.27,95.223,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D7,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,P5,3.125E-07,M,BDV00005308a,Sample 37,5,5,23.265,95.223,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D7,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,O5,3.125E-07,M,BDV00005308a,Sample 37,5,5,23.26,95.223,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D7,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,O6,1.563E-07,M,BDV00005308a,Sample 37,2.5,2.5,23.258,95.223,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D7,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,P6,1.563E-07,M,BDV00005308a,Sample 37,2.5,2.5,23.255,95.223,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E7,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,P7,7.812E-08,M,BDV00005308a,Sample 37,10,10,22.318,96.567,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E7,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,O7,7.812E-08,M,BDV00005308a,Sample 37,10,10,22.308,96.567,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E7,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,O8,3.906E-08,M,BDV00005308a,Sample 37,5,5,22.303,96.567,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E7,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,P8,3.906E-08,M,BDV00005308a,Sample 37,5,5,22.298,96.567,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E7,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,P9,1.953E-08,M,BDV00005308a,Sample 37,2.5,2.5,22.295,96.567,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E7,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,O9,1.953E-08,M,BDV00005308a,Sample 37,2.5,2.5,22.293,96.567,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F7,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,O10,1E-08,M,BDV00005308a,Sample 37,10,10,22.847,97.99,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F7,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,P10,1E-08,M,BDV00005308a,Sample 37,10,10,22.837,97.99,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F7,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,P11,5E-09,M,BDV00005308a,Sample 37,5,5,22.832,97.99,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F7,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,O11,5E-09,M,BDV00005308a,Sample 37,5,5,22.827,97.99,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D8,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,D16,6.25E-07,M,BDV00005288b,Sample 39,10,10,22.927,95.246,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D8,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,C16,6.25E-07,M,BDV00005288b,Sample 39,10,10,22.917,95.246,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D8,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,C17,3.125E-07,M,BDV00005288b,Sample 39,5,5,22.912,95.246,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D8,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,D17,3.125E-07,M,BDV00005288b,Sample 39,5,5,22.907,95.246,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D8,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,D18,1.563E-07,M,BDV00005288b,Sample 39,2.5,2.5,22.905,95.246,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D8,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,C18,1.563E-07,M,BDV00005288b,Sample 39,2.5,2.5,22.902,95.246,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E8,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,C19,7.812E-08,M,BDV00005288b,Sample 39,10,10,22.14,96.89,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E8,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,D19,7.812E-08,M,BDV00005288b,Sample 39,10,10,22.13,96.89,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E8,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,D20,3.906E-08,M,BDV00005288b,Sample 39,5,5,22.125,96.89,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E8,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,C20,3.906E-08,M,BDV00005288b,Sample 39,5,5,22.12,96.89,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E8,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,C21,1.953E-08,M,BDV00005288b,Sample 39,2.5,2.5,22.118,96.89,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E8,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,D21,1.953E-08,M,BDV00005288b,Sample 39,2.5,2.5,22.115,96.89,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F8,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,D22,1E-08,M,BDV00005288b,Sample 39,10,10,22.373,96.453,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F8,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,C22,1E-08,M,BDV00005288b,Sample 39,10,10,22.363,96.453,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F8,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,C23,5E-09,M,BDV00005288b,Sample 39,5,5,22.358,96.453,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F8,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,D23,5E-09,M,BDV00005288b,Sample 39,5,5,22.353,96.453,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F9,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,E23,5E-09,M,BDV00005298a,Sample 35,5,5,22.556,96.656,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F9,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,F23,5E-09,M,BDV00005298a,Sample 35,5,5,22.551,96.656,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F9,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,F22,1E-08,M,BDV00005298a,Sample 35,10,10,22.541,96.656,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F9,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,E22,1E-08,M,BDV00005298a,Sample 35,10,10,22.531,96.656,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E9,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,E21,1.953E-08,M,BDV00005298a,Sample 35,2.5,2.5,22.812,96.254,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E9,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,F21,1.953E-08,M,BDV00005298a,Sample 35,2.5,2.5,22.809,96.254,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E9,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,F20,3.906E-08,M,BDV00005298a,Sample 35,5,5,22.804,96.254,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E9,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,E20,3.906E-08,M,BDV00005298a,Sample 35,5,5,22.799,96.254,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E9,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,E19,7.812E-08,M,BDV00005298a,Sample 35,10,10,22.789,96.254,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E9,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,F19,7.812E-08,M,BDV00005298a,Sample 35,10,10,22.779,96.254,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D9,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,F18,1.563E-07,M,BDV00005298a,Sample 35,2.5,2.5,23.61,95.437,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D9,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,E18,1.563E-07,M,BDV00005298a,Sample 35,2.5,2.5,23.608,95.437,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D9,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,E17,3.125E-07,M,BDV00005298a,Sample 35,5,5,23.603,95.437,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D9,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,F17,3.125E-07,M,BDV00005298a,Sample 35,5,5,23.598,95.437,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D9,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,F16,6.25E-07,M,BDV00005298a,Sample 35,10,10,23.588,95.437,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D9,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,E16,6.25E-07,M,BDV00005298a,Sample 35,10,10,23.578,95.437,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D10,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,G16,6.25E-07,M,BDV00005299a,Sample 33,10,10,23.457,94.968,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D10,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,H16,6.25E-07,M,BDV00005299a,Sample 33,10,10,23.447,94.968,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D10,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,H17,3.125E-07,M,BDV00005299a,Sample 33,5,5,23.442,94.968,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D10,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,G17,3.125E-07,M,BDV00005299a,Sample 33,5,5,23.437,94.968,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D10,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,G18,1.563E-07,M,BDV00005299a,Sample 33,2.5,2.5,23.434,94.968,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D10,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,H18,1.563E-07,M,BDV00005299a,Sample 33,2.5,2.5,23.432,94.968,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E10,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,H19,7.812E-08,M,BDV00005299a,Sample 33,10,10,23.11,96.341,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E10,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,G19,7.812E-08,M,BDV00005299a,Sample 33,10,10,23.1,96.341,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E10,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,G20,3.906E-08,M,BDV00005299a,Sample 33,5,5,23.095,96.341,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E10,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,H20,3.906E-08,M,BDV00005299a,Sample 33,5,5,23.09,96.341,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E10,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,H21,1.953E-08,M,BDV00005299a,Sample 33,2.5,2.5,23.088,96.341,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E10,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,G21,1.953E-08,M,BDV00005299a,Sample 33,2.5,2.5,23.085,96.341,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F10,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,G22,1E-08,M,BDV00005299a,Sample 33,10,10,23.237,96.996,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F10,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,H22,1E-08,M,BDV00005299a,Sample 33,10,10,23.227,96.996,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F10,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,H23,5E-09,M,BDV00005299a,Sample 33,5,5,23.222,96.996,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F10,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,G23,5E-09,M,BDV00005299a,Sample 33,5,5,23.217,96.996,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F11,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,I23,5E-09,M,BDV00005300a,Sample 13,5,5,23.546,97.094,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F11,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,J23,5E-09,M,BDV00005300a,Sample 13,5,5,23.541,97.094,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F11,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,J22,1E-08,M,BDV00005300a,Sample 13,10,10,23.531,97.094,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F11,2E-05,M,Destination Plate[1]-03,,Proxiplate_384PS,I22,1E-08,M,BDV00005300a,Sample 13,10,10,23.521,97.094,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E11,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,I21,1.953E-08,M,BDV00005300a,Sample 13,2.5,2.5,23.364,97.343,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E11,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,J21,1.953E-08,M,BDV00005300a,Sample 13,2.5,2.5,23.361,97.343,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E11,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,J20,3.906E-08,M,BDV00005300a,Sample 13,5,5,23.356,97.343,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E11,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,I20,3.906E-08,M,BDV00005300a,Sample 13,5,5,23.351,97.343,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E11,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,I19,7.812E-08,M,BDV00005300a,Sample 13,10,10,23.341,97.343,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E11,0.0001562,M,Destination Plate[1]-03,,Proxiplate_384PS,J19,7.812E-08,M,BDV00005300a,Sample 13,10,10,23.331,97.343,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D11,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,J18,1.563E-07,M,BDV00005300a,Sample 13,2.5,2.5,23.25,96.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D11,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,I18,1.563E-07,M,BDV00005300a,Sample 13,2.5,2.5,23.248,96.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D11,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,I17,3.125E-07,M,BDV00005300a,Sample 13,5,5,23.243,96.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D11,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,J17,3.125E-07,M,BDV00005300a,Sample 13,5,5,23.238,96.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D11,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,J16,6.25E-07,M,BDV00005300a,Sample 13,10,10,23.228,96.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D11,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,I16,6.25E-07,M,BDV00005300a,Sample 13,10,10,23.218,96.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D12,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,K16,6.25E-07,M,BDV00005301a,Sample 9,10,10,23.72,95.588,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D12,0.00125,M,Destination Plate[1]-03,,Proxiplate_384PS,L16,6.25E-07,M,BDV00005301a,Sample 9,10,10,23.71,95.588,Percent,DMSO,
