Run ID,1215
Run Date/Time,2014-10-21 10:17:59
Application Name,Labcyte Echo Dose-Response
Application Version,1.5.4
Protocol Name,21.10.2014_Novartis_CECR_FALZ_IC50_10mM Stock_5uM FAC 10nltransfer 1in2 .edr
User Name,ACCESS

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Source Concentration,Source Concentration Units,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Concentration,Destination Concentration Units,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I5,,,,,5,5,24.629,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J5,,,,,5,5,24.624,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K5,,,,,5,5,24.619,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L5,,,,,5,5,24.614,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,M5,,,,,5,5,24.609,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,N5,,,,,5,5,24.604,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,O5,,,,,5,5,24.599,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,P5,,,,,5,5,24.594,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,P6,,,,,7.5,7.5,24.586,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,O6,,,,,7.5,7.5,24.579,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,N6,,,,,7.5,7.5,24.571,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,M6,,,,,7.5,7.5,24.564,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L6,,,,,7.5,7.5,24.556,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K6,,,,,7.5,7.5,24.549,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J6,,,,,7.5,7.5,24.541,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I6,,,,,7.5,7.5,24.534,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H6,,,,,7.5,7.5,24.526,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G6,,,,,7.5,7.5,24.519,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F6,,,,,7.5,7.5,24.511,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E6,,,,,7.5,7.5,24.504,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D6,,,,,7.5,7.5,24.496,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C6,,,,,7.5,7.5,24.489,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C8,,,,,5,5,24.484,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D8,,,,,5,5,24.479,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E8,,,,,5,5,24.474,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F8,,,,,5,5,24.469,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G8,,,,,5,5,24.464,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H8,,,,,5,5,24.459,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I8,,,,,5,5,24.454,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J8,,,,,5,5,24.449,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K8,,,,,5,5,24.444,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L8,,,,,5,5,24.439,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,M8,,,,,5,5,24.434,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,N8,,,,,5,5,24.429,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,O8,,,,,5,5,24.424,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,P8,,,,,5,5,24.419,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,P9,,,,,7.5,7.5,24.411,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,O9,,,,,7.5,7.5,24.404,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,N9,,,,,7.5,7.5,24.396,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,M9,,,,,7.5,7.5,24.389,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L9,,,,,7.5,7.5,24.381,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K9,,,,,7.5,7.5,24.374,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J9,,,,,7.5,7.5,24.366,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I9,,,,,7.5,7.5,24.359,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H9,,,,,7.5,7.5,24.351,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G9,,,,,7.5,7.5,24.344,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F9,,,,,7.5,7.5,24.336,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E9,,,,,7.5,7.5,24.329,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D9,,,,,7.5,7.5,24.321,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C9,,,,,7.5,7.5,24.314,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C11,,,,,5,5,24.309,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D11,,,,,5,5,24.304,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E11,,,,,5,5,24.299,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F11,,,,,5,5,24.294,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G11,,,,,5,5,24.289,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H11,,,,,5,5,24.284,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I11,,,,,5,5,24.279,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J11,,,,,5,5,24.274,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K11,,,,,5,5,24.269,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L11,,,,,5,5,24.264,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,M11,,,,,5,5,24.259,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,N11,,,,,5,5,24.254,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,O11,,,,,5,5,24.249,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,P11,,,,,5,5,24.244,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L14,,,,,5,5,24.239,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K14,,,,,5,5,24.234,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J14,,,,,5,5,24.229,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I14,,,,,5,5,24.224,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H14,,,,,5,5,24.219,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G14,,,,,5,5,24.214,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F14,,,,,5,5,24.209,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E14,,,,,5,5,24.204,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D14,,,,,5,5,24.199,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C14,,,,,5,5,24.194,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C15,,,,,7.5,7.5,24.186,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D15,,,,,7.5,7.5,24.179,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E15,,,,,7.5,7.5,24.171,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F15,,,,,7.5,7.5,24.164,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G15,,,,,7.5,7.5,24.156,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H15,,,,,7.5,7.5,24.149,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I15,,,,,7.5,7.5,24.141,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J15,,,,,7.5,7.5,24.134,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K15,,,,,7.5,7.5,24.126,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L15,,,,,7.5,7.5,24.119,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L17,,,,,5,5,24.114,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K17,,,,,5,5,24.109,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J17,,,,,5,5,24.104,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I17,,,,,5,5,24.099,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H17,,,,,5,5,24.094,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G17,,,,,5,5,24.089,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F17,,,,,5,5,24.084,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E17,,,,,5,5,24.079,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D17,,,,,5,5,24.074,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C17,,,,,5,5,24.069,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C18,,,,,7.5,7.5,24.061,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D18,,,,,7.5,7.5,24.054,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E18,,,,,7.5,7.5,24.046,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F18,,,,,7.5,7.5,24.039,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G18,,,,,7.5,7.5,24.031,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H18,,,,,7.5,7.5,24.024,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I18,,,,,7.5,7.5,24.016,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J18,,,,,7.5,7.5,24.009,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K18,,,,,7.5,7.5,24.001,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L18,,,,,7.5,7.5,23.994,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L20,,,,,5,5,23.989,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K20,,,,,5,5,23.984,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J20,,,,,5,5,23.979,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I20,,,,,5,5,23.974,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H20,,,,,5,5,23.969,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G20,,,,,5,5,23.964,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F20,,,,,5,5,23.959,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E20,,,,,5,5,23.954,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D20,,,,,5,5,23.949,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C20,,,,,5,5,23.944,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C21,,,,,7.5,7.5,23.936,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D21,,,,,7.5,7.5,23.929,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E21,,,,,7.5,7.5,23.921,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F21,,,,,7.5,7.5,23.914,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G21,,,,,7.5,7.5,23.906,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H21,,,,,7.5,7.5,23.899,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I21,,,,,7.5,7.5,23.891,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J21,,,,,7.5,7.5,23.884,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K21,,,,,7.5,7.5,23.876,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L21,,,,,7.5,7.5,23.869,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,L23,,,,,5,5,23.864,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,K23,,,,,5,5,23.859,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,J23,,,,,5,5,23.854,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,I23,,,,,5,5,23.849,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,H23,,,,,5,5,23.844,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,G23,,,,,5,5,23.839,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,F23,,,,,5,5,23.834,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,E23,,,,,5,5,23.829,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,D23,,,,,5,5,23.824,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A11,,,Destination Plate[1]-01,,Proxiplate_384PS,C23,,,,,5,5,23.819,98.17,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D1,0.00125,M,Destination Plate[1]-02,,Proxiplate_384PS,C4,6.25E-07,M,BDV00005302a,Sample 7,10,10,23.667,95.723,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D1,0.00125,M,Destination Plate[1]-02,,Proxiplate_384PS,D4,6.25E-07,M,BDV00005302a,Sample 7,10,10,23.657,95.723,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D1,0.00125,M,Destination Plate[1]-02,,Proxiplate_384PS,D5,3.125E-07,M,BDV00005302a,Sample 7,5,5,23.652,95.723,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D1,0.00125,M,Destination Plate[1]-02,,Proxiplate_384PS,C5,3.125E-07,M,BDV00005302a,Sample 7,5,5,23.647,95.723,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D1,0.00125,M,Destination Plate[1]-02,,Proxiplate_384PS,C6,1.563E-07,M,BDV00005302a,Sample 7,2.5,2.5,23.644,95.723,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,D1,0.00125,M,Destination Plate[1]-02,,Proxiplate_384PS,D6,1.563E-07,M,BDV00005302a,Sample 7,2.5,2.5,23.642,95.723,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E1,0.0001562,M,Destination Plate[1]-02,,Proxiplate_384PS,D7,7.812E-08,M,BDV00005302a,Sample 7,10,10,22.393,97.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E1,0.0001562,M,Destination Plate[1]-02,,Proxiplate_384PS,C7,7.812E-08,M,BDV00005302a,Sample 7,10,10,22.383,97.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E1,0.0001562,M,Destination Plate[1]-02,,Proxiplate_384PS,C8,3.906E-08,M,BDV00005302a,Sample 7,5,5,22.378,97.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E1,0.0001562,M,Destination Plate[1]-02,,Proxiplate_384PS,D8,3.906E-08,M,BDV00005302a,Sample 7,5,5,22.373,97.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E1,0.0001562,M,Destination Plate[1]-02,,Proxiplate_384PS,D9,1.953E-08,M,BDV00005302a,Sample 7,2.5,2.5,22.37,97.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E1,0.0001562,M,Destination Plate[1]-02,,Proxiplate_384PS,C9,1.953E-08,M,BDV00005302a,Sample 7,2.5,2.5,22.368,97.128,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F1,2E-05,M,Destination Plate[1]-02,,Proxiplate_384PS,C10,1E-08,M,BDV00005302a,Sample 7,10,10,23.754,98.553,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F1,2E-05,M,Destination Plate[1]-02,,Proxiplate_384PS,D10,1E-08,M,BDV00005302a,Sample 7,10,10,23.744,98.553,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F1,2E-05,M,Destination Plate[1]-02,,Proxiplate_384PS,D11,5E-09,M,BDV00005302a,Sample 7,5,5,23.739,98.553,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F1,2E-05,M,Destination Plate[1]-02,,Proxiplate_384PS,C11,5E-09,M,BDV00005302a,Sample 7,5,5,23.734,98.553,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F2,2E-05,M,Destination Plate[1]-02,,Proxiplate_384PS,E11,5E-09,M,BDV00005303a,Sample 1,5,5,23.62,96.083,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F2,2E-05,M,Destination Plate[1]-02,,Proxiplate_384PS,F11,5E-09,M,BDV00005303a,Sample 1,5,5,23.615,96.083,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F2,2E-05,M,Destination Plate[1]-02,,Proxiplate_384PS,F10,1E-08,M,BDV00005303a,Sample 1,10,10,23.605,96.083,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,F2,2E-05,M,Destination Plate[1]-02,,Proxiplate_384PS,E10,1E-08,M,BDV00005303a,Sample 1,10,10,23.595,96.083,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,E2,0.0001562,M,Destination Plate[1]-02,,Proxiplate_384PS,E9,1.953E-08,M,BDV00005303a,Sample 1,2.5,2.5,22.404,96.493,Percent,DMSO,
